sub;nomeFase;responsavel;est;real;dataInicio;dataFim;numeroRequisito;trimestre;nomeProjeto;nomeFases
27;4;4;12,21205658;1,029108272;11,86663922;24;24;4;projeto2projeto7;correcao
27;4;4;0;0;#DIV/0!;25;25;4;projeto2projeto7;correcao
27;4;4;0;0;#DIV/0!;26;26;4;projeto2projeto7;correcao
27;4;4;12,88297735;4,037016656;3,191212334;27;27;4;projeto2projeto7;correcao
27;4;4;0;0;#DIV/0!;28;28;4;projeto2projeto7;correcao
27;4;4;0;0;#DIV/0!;29;29;4;projeto2projeto7;correcao
27;4;4;11,13473257;0,989903923;11,24829623;30;30;4;projeto2projeto7;correcao
27;4;4;6,050424996;6,903688099;0,876404743;31;31;4;projeto2projeto7;correcao
27;4;4;0;0;#DIV/0!;32;32;4;projeto2projeto7;correcao
27;4;4;0;0;#DIV/0!;33;33;4;projeto2projeto7;correcao
27;4;4;13,52858688;2,789298219;4,850175857;34;34;4;projeto2projeto7;correcao
27;4;4;10,84343545;1,055938591;10,26900195;35;35;4;projeto2projeto7;correcao
27;4;4;0;0;#DIV/0!;36;36;4;projeto2projeto7;correcao
27;4;4;0;0;#DIV/0!;37;37;4;projeto2projeto7;correcao
27;4;4;0;0;#DIV/0!;38;38;4;projeto2projeto7;correcao
27;4;4;0;0;#DIV/0!;39;39;4;projeto2projeto7;correcao
27;4;4;0;0;#DIV/0!;40;40;4;projeto2projeto7;correcao
28;1;1;2,200615519;1,403358726;1,568106201;1;1;1;projeto2projeto8;elaboracao
28;1;1;4,377906278;1,984556514;2,205987205;2;2;1;projeto2projeto8;elaboracao
28;1;1;3,941292131;1,597045081;2,467865296;3;3;1;projeto2projeto8;elaboracao
28;1;1;3,16168998;2,699489164;1,171217882;4;4;1;projeto2projeto8;elaboracao
28;1;1;2,779097855;1,19963644;2,316616736;5;5;1;projeto2projeto8;elaboracao
28;1;1;5,043615478;3,4629454;1,456452498;6;6;1;projeto2projeto8;elaboracao
28;1;1;2,871097656;2,303580636;1,246362993;7;7;1;projeto2projeto8;elaboracao
28;1;1;5,575148226;3,803518232;1,46578717;8;8;1;projeto2projeto8;elaboracao
28;1;1;4,937723376;2,008930104;2,457887094;9;9;1;projeto2projeto8;elaboracao
28;1;1;4,403967063;3,689520484;1,193642123;10;10;1;projeto2projeto8;elaboracao
28;1;1;4,72449916;2,088543749;2,262102081;11;11;1;projeto2projeto8;elaboracao
28;1;1;4,410172474;3,78707042;1,164534055;12;12;1;projeto2projeto8;elaboracao
28;1;1;4,138986934;4,150789008;0,997156667;13;13;1;projeto2projeto8;elaboracao
28;1;1;4,749856095;3,164869856;1,500806134;14;14;1;projeto2projeto8;elaboracao
28;1;1;5,640052737;3,225965604;1,748330091;15;15;1;projeto2projeto8;elaboracao
28;1;1;1,985730496;3,577040943;0,555132169;16;16;1;projeto2projeto8;elaboracao
28;1;1;4,868952802;2,503898589;1,944548722;17;17;1;projeto2projeto8;elaboracao
28;1;1;1,784560598;2,444755314;0,729954686;18;18;1;projeto2projeto8;elaboracao
28;1;1;1,872534934;1,662100487;1,126607536;19;19;1;projeto2projeto8;elaboracao
28;1;1;5,762967578;3,712923439;1,552137466;20;20;1;projeto2projeto8;elaboracao
28;1;1;1,71649549;3,555317322;0,482796705;21;21;1;projeto2projeto8;elaboracao
28;1;1;1,444473084;4,127321861;0,349978299;22;22;1;projeto2projeto8;elaboracao
28;1;1;4,326814903;4,412036413;0,980684314;23;23;1;projeto2projeto8;elaboracao
28;1;1;3,124641154;2,088248638;1,49629747;24;24;1;projeto2projeto8;elaboracao
28;1;1;2,957587282;3,424784307;0,863583519;25;25;1;projeto2projeto8;elaboracao
28;1;1;3,240875607;2,297549169;1,410579434;26;26;1;projeto2projeto8;elaboracao
28;1;1;5,643400202;3,523936459;1,601447775;27;27;1;projeto2projeto8;elaboracao
28;1;1;2,882382424;2,707109923;1,064745247;28;28;1;projeto2projeto8;elaboracao
28;1;1;5,56679572;2,382606644;2,336430873;29;29;1;projeto2projeto8;elaboracao
28;1;1;3,071810886;3,731347848;0,82324431;30;30;1;projeto2projeto8;elaboracao
28;1;1;5,817330485;2,681538656;2,169400196;31;31;1;projeto2projeto8;elaboracao
28;1;1;3,613016599;1,824090619;1,980722099;32;32;1;projeto2projeto8;elaboracao
28;1;1;3,438421239;1,249990145;2,750758678;33;33;1;projeto2projeto8;elaboracao
28;1;1;3,025450982;4,401890623;0,687307169;34;34;1;projeto2projeto8;elaboracao
28;1;1;2,593939887;4,11165771;0,630874472;35;35;1;projeto2projeto8;elaboracao
28;1;1;3,942597513;4,495373627;0,877034445;36;36;1;projeto2projeto8;elaboracao
28;2;2;45,14253578;27,93427325;1,616026856;1;1;2;projeto2projeto8;implementacao
28;2;2;22,0648101;37,95982973;0,581267362;2;2;2;projeto2projeto8;implementacao
28;2;2;17,03695664;47,88346161;0,355800439;3;3;2;projeto2projeto8;implementacao
28;2;2;47,32138967;53,09014409;0,891340389;4;4;2;projeto2projeto8;implementacao
28;2;2;20,17443948;42,07398765;0,479499106;5;5;2;projeto2projeto8;implementacao
28;2;2;24,29927129;22,10516081;1,099257839;6;6;2;projeto2projeto8;implementacao
28;2;2;36,01688142;47,99081023;0,750495381;7;7;2;projeto2projeto8;implementacao
28;2;2;20,02298811;28,94683217;0,69171604;8;8;2;projeto2projeto8;implementacao
28;2;2;33,34089058;35,77869573;0,931864337;9;9;2;projeto2projeto8;implementacao
28;2;2;22,9194218;30,90183221;0,741684883;10;10;2;projeto2projeto8;implementacao
28;2;2;17,23284035;41,0954817;0,419336619;11;11;2;projeto2projeto8;implementacao
28;2;2;30,62681276;35,72996533;0,857174432;12;12;2;projeto2projeto8;implementacao
28;2;2;50,08794422;30,66084364;1,633612721;13;13;2;projeto2projeto8;implementacao
28;2;2;30,865405;63,29429297;0,4876491;14;14;2;projeto2projeto8;implementacao
28;2;2;45,42970144;23,05559791;1,970441262;15;15;2;projeto2projeto8;implementacao
28;2;2;47,716783;40,99706642;1,163907254;16;16;2;projeto2projeto8;implementacao
28;2;2;32,76287886;34,95133633;0,937385585;17;17;2;projeto2projeto8;implementacao
28;2;2;32,84278772;49,1211943;0,668607272;18;18;2;projeto2projeto8;implementacao
28;2;2;28,17695132;44,79683153;0,628994292;19;19;2;projeto2projeto8;implementacao
28;2;2;50,19516138;63,48493937;0,790662508;20;20;2;projeto2projeto8;implementacao
28;2;2;48,03841468;32,00064954;1,501169988;21;21;2;projeto2projeto8;implementacao
28;2;2;18,73596605;54,3901815;0,344473314;22;22;2;projeto2projeto8;implementacao
28;2;2;17,18509416;28,5616014;0,601685246;23;23;2;projeto2projeto8;implementacao
28;2;2;27,71951618;25,08375641;1,105078352;24;24;2;projeto2projeto8;implementacao
28;2;2;25,32190361;57,10048557;0,443462141;25;25;2;projeto2projeto8;implementacao
28;2;2;46,04919325;61,71186959;0,746196697;26;26;2;projeto2projeto8;implementacao
28;2;2;33,95978798;51,31440517;0,661798337;27;27;2;projeto2projeto8;implementacao
28;2;2;41,85606839;44,73742457;0,935594053;28;28;2;projeto2projeto8;implementacao
28;2;2;36,56041226;33,04541534;1,106368671;29;29;2;projeto2projeto8;implementacao
28;2;2;29,42763496;61,76461227;0,476448145;30;30;2;projeto2projeto8;implementacao
28;2;2;40,76197778;46,01411986;0,885858034;31;31;2;projeto2projeto8;implementacao
28;2;2;49,86111143;56,60535134;0,880855083;32;32;2;projeto2projeto8;implementacao
28;2;2;12,70608658;25,68506186;0,494687793;33;33;2;projeto2projeto8;implementacao
28;2;2;17,65842488;50,13502779;0,352217315;34;34;2;projeto2projeto8;implementacao
28;2;2;10,51088634;19,66940676;0,534377395;35;35;2;projeto2projeto8;implementacao
28;2;2;31,46494437;46,936631;0,670370747;36;36;2;projeto2projeto8;implementacao
28;3;3;9,794397075;12,42632376;0,78819748;1;1;3;projeto2projeto8;teste
28;3;3;8,176129139;7,927882797;1,031313069;2;2;3;projeto2projeto8;teste
28;3;3;5,582120524;9,377221522;0,595285129;3;3;3;projeto2projeto8;teste
28;3;3;3,283843615;11,98888099;0,273907433;4;4;3;projeto2projeto8;teste
28;3;3;11,19162201;6,311111618;1,773320247;5;5;3;projeto2projeto8;teste
28;3;3;6,528288387;4,741970466;1,376703721;6;6;3;projeto2projeto8;teste
28;3;3;12,23568781;10,94641103;1,117780776;7;7;3;projeto2projeto8;teste
28;3;3;9,904457351;5,371266493;1,843970573;8;8;3;projeto2projeto8;teste
28;3;3;9,327711667;3,606837674;2,586119064;9;9;3;projeto2projeto8;teste
28;3;3;8,822200541;4,158165901;2,121656699;10;10;3;projeto2projeto8;teste
28;3;3;7,797136707;3,784787497;2,060125361;11;11;3;projeto2projeto8;teste
28;3;3;2,78309038;8,885876707;0,313203803;12;12;3;projeto2projeto8;teste
28;3;3;4,944413916;5,151353562;0,959828103;13;13;3;projeto2projeto8;teste
28;3;3;7,047668209;8,35219716;0,843810087;14;14;3;projeto2projeto8;teste
28;3;3;6,022602007;7,62061062;0,790304387;15;15;3;projeto2projeto8;teste
28;3;3;9,234994366;12,49561988;0,739058523;16;16;3;projeto2projeto8;teste
28;3;3;10,31739919;2,540773047;4,060732305;17;17;3;projeto2projeto8;teste
28;3;3;11,98609865;13,49693629;0,888060697;18;18;3;projeto2projeto8;teste
28;3;3;7,533417154;3,685461686;2,044090482;19;19;3;projeto2projeto8;teste
28;3;3;12,32199534;4,643491515;2,653605653;20;20;3;projeto2projeto8;teste
28;3;3;11,61748524;12,76556388;0,9100644;21;21;3;projeto2projeto8;teste
28;3;3;8,434894233;2,956044102;2,853439915;22;22;3;projeto2projeto8;teste
28;3;3;2,733157391;4,35907628;0,6270038;23;23;3;projeto2projeto8;teste
28;3;3;10,18891482;4,762364191;2,139465696;24;24;3;projeto2projeto8;teste
28;3;3;5,122941405;4,632881583;1,10577862;25;25;3;projeto2projeto8;teste
28;3;3;9,388252219;9,472755112;0,991079375;26;26;3;projeto2projeto8;teste
28;3;3;11,53385506;11,36174978;1,01514778;27;27;3;projeto2projeto8;teste
28;3;3;2,914289996;10,83116479;0,269065244;28;28;3;projeto2projeto8;teste
28;3;3;10,22323605;7,128953585;1,434044412;29;29;3;projeto2projeto8;teste
28;3;3;3,220160344;4,800908082;0,670739845;30;30;3;projeto2projeto8;teste
28;3;3;5,22299211;10,52620939;0,496189266;31;31;3;projeto2projeto8;teste
28;3;3;4,661237691;4,884553852;0,954281155;32;32;3;projeto2projeto8;teste
28;3;3;5,849031346;9,762221117;0,599149648;33;33;3;projeto2projeto8;teste
28;3;3;8,907558386;7,24014235;1,230301554;34;34;3;projeto2projeto8;teste
28;3;3;8,636404775;3,52915032;2,447162629;35;35;3;projeto2projeto8;teste
28;3;3;9,569476004;7,386607755;1,295517012;36;36;3;projeto2projeto8;teste
28;4;4;6,659356223;3,642981183;1,827996327;1;1;4;projeto2projeto8;correcao
28;4;4;2,718766134;0,403705068;6,734535546;2;2;4;projeto2projeto8;correcao
28;4;4;6,444990095;2,858241365;2,254879582;3;3;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;4;4;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;5;5;4;projeto2projeto8;correcao
28;4;4;5,097396098;2,623225595;1,943178699;6;6;4;projeto2projeto8;correcao
28;4;4;6,679290287;1,479013033;4,516045591;7;7;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;8;8;4;projeto2projeto8;correcao
28;4;4;6,921300378;1,809720801;3,824512805;9;9;4;projeto2projeto8;correcao
28;4;4;5,987329726;1,123139967;5,330884754;10;10;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;11;11;4;projeto2projeto8;correcao
28;4;4;5,343715791;2,66292076;2,006712281;12;12;4;projeto2projeto8;correcao
28;4;4;5,436236254;3,172455132;1,713573881;13;13;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;14;14;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;15;15;4;projeto2projeto8;correcao
28;4;4;5,064512095;1,896295656;2,670739702;16;16;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;17;17;4;projeto2projeto8;correcao
28;4;4;7,185498607;2,338706036;3,072424878;18;18;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;19;19;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;20;20;4;projeto2projeto8;correcao
28;4;4;2,771766062;4,193609437;0,660949977;21;21;4;projeto2projeto8;correcao
28;4;4;2,890503964;0,957016743;3,020327477;22;22;4;projeto2projeto8;correcao
28;4;4;5,402300572;2,569290687;2,102642803;23;23;4;projeto2projeto8;correcao
28;4;4;5,209977983;3,416006406;1,525166338;24;24;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;25;25;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;26;26;4;projeto2projeto8;correcao
28;4;4;3,089364646;2,34146361;1,319416041;27;27;4;projeto2projeto8;correcao
28;4;4;6,813631518;3,067550056;2,221196523;28;28;4;projeto2projeto8;correcao
28;4;4;3,019205284;0,494185946;6,109451939;29;29;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;30;30;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;31;31;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;32;32;4;projeto2projeto8;correcao
28;4;4;4,643029803;2,931899649;1,583625075;33;33;4;projeto2projeto8;correcao
28;4;4;5,013383053;4,027178476;1,244887229;34;34;4;projeto2projeto8;correcao
28;4;4;0;0;#DIV/0!;35;35;4;projeto2projeto8;correcao
28;4;4;5,069387301;3,797956856;1,334766953;36;36;4;projeto2projeto8;correcao
29;1;1;5,122774308;3,390742519;1,510811947;1;1;1;projeto2projeto9;elaboracao
29;1;1;5,647882243;5,376207967;1,050532695;2;2;1;projeto2projeto9;elaboracao
29;1;1;5,38888543;4,560096422;1,181748132;3;3;1;projeto2projeto9;elaboracao
29;1;1;5,910452396;4,913007937;1,203021137;4;4;1;projeto2projeto9;elaboracao
29;1;1;4,40910182;5,084130307;0,867228327;5;5;1;projeto2projeto9;elaboracao
29;1;1;1,932833825;4,725698579;0,409004889;6;6;1;projeto2projeto9;elaboracao
29;1;1;5,693133323;2,715567373;2,096480235;7;7;1;projeto2projeto9;elaboracao
29;1;1;5,981659575;3,31836986;1,802589774;8;8;1;projeto2projeto9;elaboracao
29;1;1;2,495459521;5,099428352;0,48936064;9;9;1;projeto2projeto9;elaboracao
29;1;1;2,76639059;4,266483461;0,648400636;10;10;1;projeto2projeto9;elaboracao
29;1;1;1,989241601;2,57356974;0,772950338;11;11;1;projeto2projeto9;elaboracao
29;1;1;6,300149299;2,687300395;2,344415723;12;12;1;projeto2projeto9;elaboracao
29;1;1;6,269334276;4,861841985;1,289497745;13;13;1;projeto2projeto9;elaboracao
29;1;1;3,431644945;4,830287191;0,710443253;14;14;1;projeto2projeto9;elaboracao
29;1;1;5,428025034;1,785370019;3,040280152;15;15;1;projeto2projeto9;elaboracao
29;1;1;4,014695296;3,148344133;1,275176768;16;16;1;projeto2projeto9;elaboracao
29;1;1;1,881327253;3,489097967;0,539201613;17;17;1;projeto2projeto9;elaboracao
29;1;1;5,544515663;3,460485348;1,602236422;18;18;1;projeto2projeto9;elaboracao
29;1;1;4,603957539;3,322546618;1,385671314;19;19;1;projeto2projeto9;elaboracao
29;1;1;6,084752655;3,450407326;1,763488214;20;20;1;projeto2projeto9;elaboracao
29;1;1;5,504003933;4,733237145;1,162841363;21;21;1;projeto2projeto9;elaboracao
29;1;1;2,108966667;3,636397012;0,57996051;22;22;1;projeto2projeto9;elaboracao
29;1;1;4,621846041;2,966684471;1,557916282;23;23;1;projeto2projeto9;elaboracao
29;1;1;5,292592861;5,178628212;1,022006725;24;24;1;projeto2projeto9;elaboracao
29;1;1;4,378755184;2,717518077;1,611306736;25;25;1;projeto2projeto9;elaboracao
29;1;1;5,521556175;4,175277072;1,322440662;26;26;1;projeto2projeto9;elaboracao
29;1;1;5,989456974;2,393500873;2,502383451;27;27;1;projeto2projeto9;elaboracao
29;1;1;4,91901794;3,345088324;1,470519599;28;28;1;projeto2projeto9;elaboracao
29;1;1;3,773454199;2,773295217;1,360639205;29;29;1;projeto2projeto9;elaboracao
29;1;1;2,066475694;2,37954364;0,868433619;30;30;1;projeto2projeto9;elaboracao
29;1;1;3,269366806;4,887053159;0,668985317;31;31;1;projeto2projeto9;elaboracao
29;1;1;4,031469318;1,302993262;3,094006267;32;32;1;projeto2projeto9;elaboracao
29;1;1;3,812973664;2,507284377;1,520758355;33;33;1;projeto2projeto9;elaboracao
29;1;1;6,208115142;2,274738342;2,729155713;34;34;1;projeto2projeto9;elaboracao
29;1;1;2,416912098;1,691429156;1,428917131;35;35;1;projeto2projeto9;elaboracao
29;1;1;2,396430629;3,448283802;0,694963282;36;36;1;projeto2projeto9;elaboracao
29;1;1;6,618369487;4,96230933;1,333727715;37;37;1;projeto2projeto9;elaboracao
29;1;1;6,398907995;3,048674298;2,098914928;38;38;1;projeto2projeto9;elaboracao
29;1;1;4,812632947;5,067141053;0,94977284;39;39;1;projeto2projeto9;elaboracao
29;2;2;12,60659065;37,52008479;0,335995793;1;1;2;projeto2projeto9;implementacao
29;2;2;10,2191485;34,58571646;0,29547309;2;2;2;projeto2projeto9;implementacao
29;2;2;22,65318037;26,68362312;0,848954442;3;3;2;projeto2projeto9;implementacao
29;2;2;16,53995322;28,23838194;0,585725955;4;4;2;projeto2projeto9;implementacao
29;2;2;17,51086967;21,58925167;0,811092016;5;5;2;projeto2projeto9;implementacao
29;2;2;20,60118628;33,10102796;0,622373006;6;6;2;projeto2projeto9;implementacao
29;2;2;19,97203522;15,47577567;1,290535328;7;7;2;projeto2projeto9;implementacao
29;2;2;18,19977198;11,65139662;1,562024929;8;8;2;projeto2projeto9;implementacao
29;2;2;12,96320049;36,18992817;0,358199122;9;9;2;projeto2projeto9;implementacao
29;2;2;26,9828686;11,03471349;2,445271336;10;10;2;projeto2projeto9;implementacao
29;2;2;27,44001063;28,30052738;0,969593614;11;11;2;projeto2projeto9;implementacao
29;2;2;27,85779495;33,00937961;0,843935732;12;12;2;projeto2projeto9;implementacao
29;2;2;9,15887453;36,11865711;0,253577383;13;13;2;projeto2projeto9;implementacao
29;2;2;12,78577705;39,13179407;0,326736286;14;14;2;projeto2projeto9;implementacao
29;2;2;25,08468761;10,32013462;2,430655077;15;15;2;projeto2projeto9;implementacao
29;2;2;23,99436355;19,48358209;1,231517051;16;16;2;projeto2projeto9;implementacao
29;2;2;12,31630953;24,13750747;0,510256063;17;17;2;projeto2projeto9;implementacao
29;2;2;9,040186186;10,35522452;0,87300726;18;18;2;projeto2projeto9;implementacao
29;2;2;24,9874365;11,44146464;2,183936872;19;19;2;projeto2projeto9;implementacao
29;2;2;11,07767861;12,67581622;0,873922311;20;20;2;projeto2projeto9;implementacao
29;2;2;11,07885392;11,77500942;0,940878562;21;21;2;projeto2projeto9;implementacao
29;2;2;16,03612307;14,4004517;1,113584727;22;22;2;projeto2projeto9;implementacao
29;2;2;30,58241753;13,14232898;2,327016588;23;23;2;projeto2projeto9;implementacao
29;2;2;23,26291426;23,7875867;0,977943436;24;24;2;projeto2projeto9;implementacao
29;2;2;31,45727654;15,33705825;2,05106325;25;25;2;projeto2projeto9;implementacao
29;2;2;25,19090967;35,92968513;0,701116906;26;26;2;projeto2projeto9;implementacao
29;2;2;31,06399936;23,07414853;1,346268501;27;27;2;projeto2projeto9;implementacao
29;2;2;23,91236398;32,37647587;0,738572168;28;28;2;projeto2projeto9;implementacao
29;2;2;13,10916285;18,27313233;0,717400969;29;29;2;projeto2projeto9;implementacao
29;2;2;30,97526927;34,03112579;0,910204072;30;30;2;projeto2projeto9;implementacao
29;2;2;24,03768795;37,79689453;0,635969919;31;31;2;projeto2projeto9;implementacao
29;2;2;28,8712094;32,33040978;0,893004747;32;32;2;projeto2projeto9;implementacao
29;2;2;20,57502331;21,19818432;0,970603095;33;33;2;projeto2projeto9;implementacao
29;2;2;21,5543965;11,54931241;1,866292618;34;34;2;projeto2projeto9;implementacao
29;2;2;13,81265864;23,61623384;0,584879822;35;35;2;projeto2projeto9;implementacao
29;2;2;18,11772649;19,16841926;0,945186259;36;36;2;projeto2projeto9;implementacao
29;2;2;23,29486199;27,82562355;0,837173045;37;37;2;projeto2projeto9;implementacao
29;2;2;6,533538432;18,5566521;0,352086055;38;38;2;projeto2projeto9;implementacao
29;2;2;29,13009066;36,9112877;0,789191937;39;39;2;projeto2projeto9;implementacao
29;3;3;1,577818809;1,507133469;1,046900518;1;1;3;projeto2projeto9;teste
29;3;3;1,446779654;5,008211513;0,2888815;2;2;3;projeto2projeto9;teste
29;3;3;2,658218151;3,750566127;0,708751175;3;3;3;projeto2projeto9;teste
29;3;3;2,572868895;4,382935524;0,587019563;4;4;3;projeto2projeto9;teste
29;3;3;1,948997833;5,691212124;0,342457422;5;5;3;projeto2projeto9;teste
29;3;3;1,791977404;1,665212177;1,076125571;6;6;3;projeto2projeto9;teste
29;3;3;5,008386785;4,487275239;1,116130952;7;7;3;projeto2projeto9;teste
29;3;3;4,459233118;6,578076831;0,677893134;8;8;3;projeto2projeto9;teste
29;3;3;7,078097291;1,51323027;4,677475353;9;9;3;projeto2projeto9;teste
29;3;3;5,636545531;3,892517761;1,448046195;10;10;3;projeto2projeto9;teste
29;3;3;4,619403625;3,17604653;1,454450866;11;11;3;projeto2projeto9;teste
29;3;3;3,8378381;4,083896173;0,939749185;12;12;3;projeto2projeto9;teste
29;3;3;3,112998755;5,436866867;0,572572188;13;13;3;projeto2projeto9;teste
29;3;3;6,513471785;5,730242725;1,1366834;14;14;3;projeto2projeto9;teste
29;3;3;3,321942526;5,746511828;0,57807982;15;15;3;projeto2projeto9;teste
29;3;3;2,932070741;6,42444675;0,456392722;16;16;3;projeto2projeto9;teste
29;3;3;2,888951801;2,663398472;1,084686288;17;17;3;projeto2projeto9;teste
29;3;3;4,106640935;7,837072693;0,524001894;18;18;3;projeto2projeto9;teste
29;3;3;4,010005731;3,654799487;1,097188983;19;19;3;projeto2projeto9;teste
29;3;3;2,808690129;3,466276894;0,81029018;20;20;3;projeto2projeto9;teste
29;3;3;2,054855615;4,100672407;0,501102115;21;21;3;projeto2projeto9;teste
29;3;3;5,228147431;1,698211775;3,078619232;22;22;3;projeto2projeto9;teste
29;3;3;4,447416883;6,415787013;0,69319896;23;23;3;projeto2projeto9;teste
29;3;3;3,168044665;6,442578274;0,491735534;24;24;3;projeto2projeto9;teste
29;3;3;5,228110978;8,154083084;0,641164791;25;25;3;projeto2projeto9;teste
29;3;3;3,329287437;1,730975462;1,923359118;26;26;3;projeto2projeto9;teste
29;3;3;2,594422863;2,751833383;0,942797947;27;27;3;projeto2projeto9;teste
29;3;3;6,310712624;6,64638941;0,949494866;28;28;3;projeto2projeto9;teste
29;3;3;6,288981894;4,41170315;1,425522452;29;29;3;projeto2projeto9;teste
29;3;3;3,668893454;5,469624134;0,670776156;30;30;3;projeto2projeto9;teste
29;3;3;6,560689955;7,493940261;0,875466007;31;31;3;projeto2projeto9;teste
29;3;3;6,835464184;5,05287993;1,352785793;32;32;3;projeto2projeto9;teste
29;3;3;7,193094429;2,25694292;3,1870963;33;33;3;projeto2projeto9;teste
29;3;3;3,175634429;4,710777808;0,674121039;34;34;3;projeto2projeto9;teste
29;3;3;4,954704075;6,147605596;0,805956725;35;35;3;projeto2projeto9;teste
29;3;3;6,771366268;4,309493063;1,571267472;36;36;3;projeto2projeto9;teste
29;3;3;7,128688384;7,46499851;0,9549484;37;37;3;projeto2projeto9;teste
29;3;3;5,735138874;2,35201707;2,438391688;38;38;3;projeto2projeto9;teste
29;3;3;3,307601413;5,20141062;0,635904691;39;39;3;projeto2projeto9;teste
29;4;4;0;0;#DIV/0!;1;1;4;projeto2projeto9;correcao
29;4;4;3,560650509;0,537166413;6,628579944;2;2;4;projeto2projeto9;correcao
29;4;4;1,813895716;1,170592144;1,54955398;3;3;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;4;4;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;5;5;4;projeto2projeto9;correcao
29;4;4;1,745528982;1,83226267;0,952663071;6;6;4;projeto2projeto9;correcao
29;4;4;3,041715593;2,1843872;1,392480048;7;7;4;projeto2projeto9;correcao
29;4;4;2,095392751;0,691296316;3,031106493;8;8;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;9;9;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;10;10;4;projeto2projeto9;correcao
29;4;4;3,493082244;1,513987946;2,307206113;11;11;4;projeto2projeto9;correcao
29;4;4;3,39497464;1,972011533;1,721579506;12;12;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;13;13;4;projeto2projeto9;correcao
29;4;4;3,089205051;1,845784809;1,673653958;14;14;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;15;15;4;projeto2projeto9;correcao
29;4;4;1,633000285;0,866658461;1,884248939;16;16;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;17;17;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;18;18;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;19;19;4;projeto2projeto9;correcao
29;4;4;3,526141852;1,571899934;2,243235575;20;20;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;21;21;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;22;22;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;23;23;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;24;24;4;projeto2projeto9;correcao
29;4;4;1,815445304;0,817167642;2,221631415;25;25;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;26;26;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;27;27;4;projeto2projeto9;correcao
29;4;4;3,113926137;1,442977593;2,157986481;28;28;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;29;29;4;projeto2projeto9;correcao
29;4;4;2,842822498;1,385253438;2,052203893;30;30;4;projeto2projeto9;correcao
29;4;4;4,129958063;1,81735002;2,272516586;31;31;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;32;32;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;33;33;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;34;34;4;projeto2projeto9;correcao
29;4;4;3,943757125;0,229236329;17,20389232;35;35;4;projeto2projeto9;correcao
29;4;4;2,425479975;2,1416411;1,132533353;36;36;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;37;37;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;38;38;4;projeto2projeto9;correcao
29;4;4;0;0;#DIV/0!;39;39;4;projeto2projeto9;correcao
30;1;1;10,1844769;9,156967257;1,112210694;1;1;1;projeto30;elaboracao
30;1;1;10,44850966;9,347360239;1,117803251;2;2;1;projeto30;elaboracao
30;1;1;10,47298765;8,958958965;1,16899605;3;3;1;projeto30;elaboracao
30;1;1;7,213883466;7,58692733;0,950830705;4;4;1;projeto30;elaboracao
30;1;1;13,72175254;8,578194607;1,599608445;5;5;1;projeto30;elaboracao
30;1;1;11,77351616;5,364873825;2,194556022;6;6;1;projeto30;elaboracao
30;1;1;15,43223506;8,896592341;1,734623154;7;7;1;projeto30;elaboracao
30;1;1;6,0896388;11,80780353;0,515730024;8;8;1;projeto30;elaboracao
30;1;1;13,50852216;4,972656368;2,716560558;9;9;1;projeto30;elaboracao
30;1;1;3,609654054;4,055823998;0,889992775;10;10;1;projeto30;elaboracao
30;1;1;10,33549531;5,816087475;1,777052934;11;11;1;projeto30;elaboracao
